,variable,label,unique_values,variable_type
2432,f2k5a8,What program/schooling have you completed?-Job corps,5.0,categorical
2433,f2k5a9,What program/schooling have you completed?-Jr Coll(2yr),5.0,categorical
2434,f2k5a10,What program/schooling have you completed?-College(4yr),5.0,categorical
2435,f2k5a11,What program/schooling have you completed?-Other school,9.0,categorical
2436,f2k5a12,What program/schooling have you completed?-Other training,5.0,categorical
2437,f2k5a13,What program/schooling have you completed?-Job skills program,5.0,categorical
2438,f2k5a14,What program/schooling have you completed?-Program to help get job,5.0,categorical
2439,f2k5a15,What program/schooling have you completed?-Some college,5.0,categorical
2440,f2k5a16,What program/schooling have you completed?-Grad/Professional School,5.0,categorical
2441,f2k6,Have you ever served in the military?,5.0,categorical
2442,f2k7,Int Chk: Is the respondent at least 22 years old?,3.0,categorical
2443,f2k7a,"After 20th birthday, did you attend any school/training?",6.0,categorical
2444,f2k7b1,What program/schooling did you attend?-Regular HS,5.0,categorical
2445,f2k7b2,What program/schooling did you attend?-ABE or GED,5.0,categorical
2446,f2k7b3,What program/schooling did you attend?-ESL,5.0,categorical
2447,f2k7b4,What program/schooling did you attend?-LPN or RN,5.0,categorical
2448,f2k7b5,What program/schooling did you attend?-Business/Secreterial,5.0,categorical
2449,f2k7b6,What program/schooling did you attend?-Reading improvement,5.0,categorical
2450,f2k7b7,What program/schooling did you attend?-Vocational/tech/trade,5.0,categorical
2451,f2k7b8,What program/schooling did you attend?-Job corps,5.0,categorical
2452,f2k7b9,What program/schooling did you attend?-Jr Coll(2yr),5.0,categorical
2453,f2k7b10,What program/schooling did you attend?-College(4yr),5.0,categorical
2454,f2k7b11,What program/schooling did you attend?-Other school,9.0,unknown
2455,f2k7b12,What program/schooling did you attend?-Other training,5.0,categorical
2456,f2k7b13,What program/schooling did you attend?-Job skills program,5.0,categorical
2457,f2k7b14,What program/schooling did you attend?-Program to help get job,5.0,categorical
2458,f2k7b15,What program/schooling did you attend?-Grad/Professional School,5.0,categorical
2459,f2k7c,"During the year after your 20th birthday, did you have full-time job?",6.0,categorical
2460,f2k7d,About how many months of that year did you work full-time?,17.0,continuous
2461,f2k7e,How many different jobs did you have in the year you were 20?,19.0,continuous
2462,f2k7f,How much did you earn in longest job held when 20?-($ Amount),1453.0,continuous
2463,f2k7fp,Per what time period did you earn this amount?,13.0,categorical
2464,f2k8,Did you do any regular work for pay last week?,5.0,categorical
2465,f2k9,Are you currently looking for a regular job?,5.0,categorical
2466,f2k9a,How long have you been looking for a regular job?,8.0,categorical
2467,f2k9b,Why aren't you looking for a regular job?,17.0,categorical
2468,f2k9c,What would the hourly wage have to be for you to take a job?,501.0,continuous
2469,f2k10a,When last worked regular job 2+ weeks for which you got paycheck?-(Month),1.0,categorical
2470,f2k10b,When last worked regular job 2+ weeks for which you got paycheck?-(Year),19.0,continuous
2471,f2k11,Int Chk: Has father worked since child's birth?,3.0,categorical
2472,f2k12,Did you take any time off from work for the birth of child?,7.0,categorical
2473,f2k12a,Why did you choose not to take off?,16.0,categorical
2474,f2k12b,"In total, how many weeks of leave did you take for child's birth?",18.0,continuous
2475,f2k12c,How many weeks of paid leave did you receive for child's birth?,18.0,continuous
2476,f2k13,Int Chk: Has father ever worked for 2 weeks in a row?,4.0,categorical
2477,f2k14,How many hours (do/did) you usually work per week at (this/that) job?,73.0,continuous
2478,f2k14a,(Did/do) you work for yourself or someone else?,6.0,categorical
2479,f2k15a,"About how much (do/did) you usually earn in (this/that) job, before taxes? (tota",1709.0,continuous
2480,f2k15ap,Per what time period do you usually earn this amount?,9.0,unknown
2481,f2k15bc,What do/did you do at this/that job? - broad categories,14.0,categorical
2482,f2k16a,Do/did you sometimes work-Evenings (6pm-11pm)?,6.0,categorical
2483,f2k16b,Do/did you sometimes work-Nights (11pm-7am)?,6.0,categorical
2484,f2k16c,Do/did you sometimes work-Weekends?,6.0,categorical
2485,f2k16d,Do/did you sometimes work-Different times each week?,6.0,categorical
2486,f2k17,Int Chk: Has father worked since child's birth?,4.0,categorical
2487,f2k18a,How often is it true that-Shift/work schedule cause extra stress?,9.0,categorical
2488,f2k18b,How often is it true that it's hard to deal w/child care probs during work?,9.0,categorical
2489,f2k18c,How often is it true that work schedule is flexible to handle family needs?,9.0,categorical
2490,f2k19,"During past 12 mons, have you worked more than one regular job at a time?",6.0,categorical
2491,f2k19a,"When you worked more than one job,how many hrs a wk altogether did you work?",54.0,continuous
2492,f2k20,How much did you earn total from all of your regular jobs in past 12 months?,376.0,continuous
2493,f2k20a,Could you please give me the range of your earnings in last 12 months?,13.0,categorical
2494,f2k21,"In past 12 months, how many weeks did you work?",51.0,continuous
2495,f2k22a,"In past 12 mons, did you-Work off the books/under the table?",5.0,categorical
2496,f2k22a1,What kind of 'under the table' work did you do?,19.0,categorical
2497,f2k22b,"In past 12 mons, how many weeks did you work off the books?",42.0,continuous
2498,f2k22c,"In past 12 mons, how many hrs per wk did you work off the books?",54.0,continuous
2499,f2k22d,"When working off books, did you receive cash, or meals/clothes/lodging?",7.0,categorical
2500,f2k22e,How much did you receive past 12 mths working under the table?,397.0,continuous
2501,f2k22e1,How much did you receive past 12 mths working under the table?-($ Range),98.0,continuous
2502,f2k22f,Was other type of payment received for working under table?,4.0,categorical
2503,f2k22f1a,What did you get for working under the table?-Meals,5.0,categorical
2504,f2k22f1b,What did you get for working under the table?-Clothing,5.0,categorical
2505,f2k22f1c,What did you get for working under the table?-Place to live,5.0,categorical
2506,f2k22f1d,What did you get for working under the table?-Other,7.0,categorical
2507,f2k23a,In the past 12-month did you work in your own business?,5.0,categorical
2508,f2k23a1,What type of business do you own?,19.0,categorical
2509,f2k23b,"In past 12 mons, how many weeks did you work at your own business?",40.0,continuous
2510,f2k23c,"In past 12 mons, how many hrs per wk did you work at own business?",46.0,continuous
2511,f2k23d,"When working your own business,did you receive cash, or something else?",7.0,categorical
2512,f2k23e,How much did you earn in past 12-month from your business?,72.0,continuous
2513,f2k23e1,How much did you receive in past 12 mons from your business?-($ Range),14.0,categorical
2514,f2k23f,Was other type of payment received for working in your own business?,4.0,categorical
2515,f2k23f1a,What did you get for working in your own business?-Meals,5.0,categorical
2516,f2k23f1b,What did you get for working in your own business?-Clothing,5.0,categorical
2517,f2k23f1c,What did you get for working in your own business?-Place to live,5.0,categorical
2518,f2k23f1d,What did you get for working in your own business?-Other,6.0,unknown
2519,f2k24a,"In past 12 mons, did you-Sell drugs/engage in prostitution/other hustles?",1.0,categorical
2520,f2k24b,"In past 12 mons, how many weeks did you sell drugs/prostitute/hustle",1.0,continuous
2521,f2k24c,"In past 12 mons, how many hrs per wk did you sell drugs/protitue/hustle?",1.0,continuous
2522,f2k24d,"When selling drugs/prostituting,did you receive cash or something else?",1.0,categorical
2523,f2k24e,How much did you receive past 12 mons from selling drugs/prostitution?,1.0,continuous
2524,f2k24e1,How much did you recv past 12 mons from selling drugs/prostitution?-($ Range),1.0,categorical
2525,f2k24f,Was other type of payment received for selling drugs/prostitution?,1.0,categorical
2526,f2k24f1a,What did you get for selling drugs/protitution?-Meals,1.0,categorical
2527,f2k24f1b,What did you get for selling drugs/protitution?-Clothing,1.0,categorical
2528,f2k24f1c,What did you get for selling drugs/protitution?-Place to live,1.0,categorical
2529,f2k24f1d,What did you get for selling drugs/protitution?-Other,1.0,categorical
2530,f2k25a,"In past 12 mons, did you do anything else to earn money?",5.0,categorical
2531,f2k25a1,What else did you do to earn money?,2.0,categorical
2532,f2k25b,"In past 12 mons, how many weeks did you earn money doing other things?",29.0,continuous
2533,f2k25c,"In past 12 mons, how many hrs per wk did you do other things to earn money?",41.0,continuous
2534,f2k25d,"When earning money other ways, did you receive cash, or something else?",7.0,categorical
2535,f2k25e,how much did you earn in past 12-month doing something else?,59.0,continuous
2536,f2k25e1,How much did you receive past 12 mons doing something else?-($ Range),8.0,categorical
2537,f2k25f,Was other type of payment received for doing something else?,4.0,categorical
2538,f2k25f1a,What else did you get for doing other things? - Meals?,5.0,categorical
2539,f2k25f1b,What else did you get for doing other things? - Clothing?,5.0,categorical
2540,f2k25f1c,What else did you get for doing other things? - Place to live?,5.0,categorical
2541,f2k25f1d,What else did you get for doing other things? - Other?,7.0,categorical
2542,f2l1,What was your total household income for the past year before taxes?,1920.0,continuous
2543,f2l1a,Could you please give a range for your total household income in last year?,13.0,categorical
2544,f2l2,"In past 12 mons, have you given any money to friends/relatives?",5.0,categorical
2545,f2l2a,During past 12 mons how much money all together did you give friends/family?,1254.0,continuous
2546,f2l3,Int Chk: Is father living with mother or living with a current partner?,3.0,categorical
2547,f2l4,Do you and (wife/partner) have a bank account?,7.0,categorical
2548,f2l4a,Is/are the account(s) in hers/yours/both names?,9.0,categorical
2549,f2l5,Do you or (wife/partner) have a credit card?,6.0,categorical
2550,f2l5a,Is the credit card in hers/yours/both names?,9.0,categorical
2551,f2l6,Do you or wife/partner own car/truck/van?,7.0,categorical
2552,f2l6a,Can you rely on car/truck/van to get you to school/work/other places?,5.0,categorical
2553,f2l6b,How much do you owe on your car/truck/van?,1144.0,continuous
2554,f2l6c,About how much could you get if you sold your car/truck/van?,1510.0,continuous
2555,f2l6d,Int Chk: Are father & mother currently married/rom. or father married/rom. w/ano,3.0,categorical
2556,f2l7,How do you and partner handle money?,7.0,categorical
2557,f2l8,How do you & wife/partner split expenses?,11.0,categorical
2558,f2l8a,How do you and wife/partner spilt child expenses for child?,10.0,categorical
2559,f2l8b,Int Chk: Is father living with mother or with a current partner?,4.0,categorical
2560,f2l9,Do you have a bank account?,7.0,categorical
2561,f2l10,Do you have a credit card?,7.0,categorical
2562,f2l11,Do you own a car/truck/van?,8.0,categorical
2563,f2l11a,Can you rely on car/truck/van to get you to school/work/other places?,5.0,categorical
2564,f2l11b,How much do you owe on car/truck/van?,35.0,continuous
2565,f2l11c,How much could you get if you sold your car/truck/van?,257.0,continuous
2566,cf2hhinc,Constructed - Household income (with imputed values),2805.0,continuous
2567,cf2hhimp,Constructed - Flag variable for household income imputation,6.0,categorical
2568,cf2hhincb,Constructed - Household income mother report for married/cohab if available,2792.0,continuous
2569,cf2hhimpb,Constructed - Flag variable for household income imputation mother report for ma,6.0,categorical
2570,cf2povco,Constructed - Poverty ratio - household income/poverty threshold,2776.0,continuous
2571,cf2povcob,Constructed - Poverty ratio - mother report for married/cohab,2764.0,continuous
2572,cf2povca,Constructed - Poverty categories,6.0,categorical
2573,cf2povcab,Constructed - Poverty categories - mother report for married/cohab,6.0,categorical
2574,cf2tele,Constructed - Was the interview conducted by phone?,3.0,categorical
2575,cf2span,Constructed - Was the interview conducted in Spanish?,3.0,categorical
